date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
19:53:30	35882/35882	---M-Z	200	added ('OK')	text/html	date:Sun,%2031%20Jul%202016%2016:52:43%20GMT	http://html.creaws.com/clinico/widgets.html	C:/My%20Web%20Sites/Medicare2/Medi%202/html.creaws.com/clinico/widgets.html	(from http://html.creaws.com/clinico/index.html)
19:53:30	29892/29892	---M-Z	200	added ('OK')	text/html	date:Sun,%2031%20Jul%202016%2016:52:43%20GMT	http://html.creaws.com/clinico/about-us.html	C:/My%20Web%20Sites/Medicare2/Medi%202/html.creaws.com/clinico/about-us.html	(from http://html.creaws.com/clinico/index.html)
19:53:30	61734/61734	---M-Z	200	added ('OK')	text/html	date:Sun,%2031%20Jul%202016%2016:52:43%20GMT	http://html.creaws.com/clinico/locations.html	C:/My%20Web%20Sites/Medicare2/Medi%202/html.creaws.com/clinico/locations.html	(from http://html.creaws.com/clinico/index.html)
19:53:30	20822/20822	---M-Z	200	added ('OK')	text/html	date:Sun,%2031%20Jul%202016%2016:52:44%20GMT	http://html.creaws.com/clinico/doctors.html	C:/My%20Web%20Sites/Medicare2/Medi%202/html.creaws.com/clinico/doctors.html	(from http://html.creaws.com/clinico/index.html)
19:53:31	27669/27669	---M-Z	200	added ('OK')	text/html	date:Sun,%2031%20Jul%202016%2016:52:44%20GMT	http://html.creaws.com/clinico/full-width-page.html	C:/My%20Web%20Sites/Medicare2/Medi%202/html.creaws.com/clinico/full-width-page.html	(from http://html.creaws.com/clinico/index.html)
19:53:31	32772/32772	---M-Z	200	added ('OK')	text/html	date:Sun,%2031%20Jul%202016%2016:52:44%20GMT	http://html.creaws.com/clinico/page-with-sidebar.html	C:/My%20Web%20Sites/Medicare2/Medi%202/html.creaws.com/clinico/page-with-sidebar.html	(from http://html.creaws.com/clinico/index.html)
19:53:31	33220/33220	---M-Z	200	added ('OK')	text/html	date:Sun,%2031%20Jul%202016%2016:52:44%20GMT	http://html.creaws.com/clinico/page-with-double-sidebar.html	C:/My%20Web%20Sites/Medicare2/Medi%202/html.creaws.com/clinico/page-with-double-sidebar.html	(from http://html.creaws.com/clinico/index.html)
19:53:32	18845/18845	---M-Z	200	added ('OK')	text/html	date:Sun,%2031%20Jul%202016%2016:52:45%20GMT	http://html.creaws.com/clinico/page-404.html	C:/My%20Web%20Sites/Medicare2/Medi%202/html.creaws.com/clinico/page-404.html	(from http://html.creaws.com/clinico/index.html)
19:53:32	30928/30928	---M-Z	200	added ('OK')	text/html	date:Sun,%2031%20Jul%202016%2016:52:45%20GMT	http://html.creaws.com/clinico/page-pricing-table.html	C:/My%20Web%20Sites/Medicare2/Medi%202/html.creaws.com/clinico/page-pricing-table.html	(from http://html.creaws.com/clinico/index.html)
19:53:32	18558/18558	---M-Z	200	added ('OK')	text/html	date:Sun,%2031%20Jul%202016%2016:52:45%20GMT	http://html.creaws.com/clinico/feature-unlimited-color.html	C:/My%20Web%20Sites/Medicare2/Medi%202/html.creaws.com/clinico/feature-unlimited-color.html	(from http://html.creaws.com/clinico/index.html)
19:53:32	29684/29684	---M-Z	200	added ('OK')	text/html	date:Sun,%2031%20Jul%202016%2016:52:46%20GMT	http://html.creaws.com/clinico/responsive_and_retina_ready.html	C:/My%20Web%20Sites/Medicare2/Medi%202/html.creaws.com/clinico/responsive_and_retina_ready.html	(from http://html.creaws.com/clinico/index.html)
19:53:33	28415/28415	---M-Z	200	added ('OK')	text/html	date:Sun,%2031%20Jul%202016%2016:52:46%20GMT	http://html.creaws.com/clinico/features-accordion.html	C:/My%20Web%20Sites/Medicare2/Medi%202/html.creaws.com/clinico/features-accordion.html	(from http://html.creaws.com/clinico/index.html)
19:53:33	22737/22737	---M-Z	200	added ('OK')	text/html	date:Sun,%2031%20Jul%202016%2016:52:46%20GMT	http://html.creaws.com/clinico/photo-gallery.html	C:/My%20Web%20Sites/Medicare2/Medi%202/html.creaws.com/clinico/photo-gallery.html	(from http://html.creaws.com/clinico/index.html)
19:53:33	23873/23873	---M-Z	200	added ('OK')	text/html	date:Sun,%2031%20Jul%202016%2016:52:46%20GMT	http://html.creaws.com/clinico/photo-four-filter.html	C:/My%20Web%20Sites/Medicare2/Medi%202/html.creaws.com/clinico/photo-four-filter.html	(from http://html.creaws.com/clinico/index.html)
19:53:33	23543/23543	---M-Z	200	added ('OK')	text/html	date:Sun,%2031%20Jul%202016%2016:52:47%20GMT	http://html.creaws.com/clinico/photo-four.html	C:/My%20Web%20Sites/Medicare2/Medi%202/html.creaws.com/clinico/photo-four.html	(from http://html.creaws.com/clinico/index.html)
19:53:34	22279/22279	---M-Z	200	added ('OK')	text/html	date:Sun,%2031%20Jul%202016%2016:52:47%20GMT	http://html.creaws.com/clinico/photo-three-filter.html	C:/My%20Web%20Sites/Medicare2/Medi%202/html.creaws.com/clinico/photo-three-filter.html	(from http://html.creaws.com/clinico/index.html)
19:53:34	22161/22161	---M-Z	200	added ('OK')	text/html	date:Sun,%2031%20Jul%202016%2016:52:47%20GMT	http://html.creaws.com/clinico/photo-three.html	C:/My%20Web%20Sites/Medicare2/Medi%202/html.creaws.com/clinico/photo-three.html	(from http://html.creaws.com/clinico/index.html)
19:53:34	22081/22081	---M-Z	200	added ('OK')	text/html	date:Sun,%2031%20Jul%202016%2016:52:48%20GMT	http://html.creaws.com/clinico/photo-two-filter.html	C:/My%20Web%20Sites/Medicare2/Medi%202/html.creaws.com/clinico/photo-two-filter.html	(from http://html.creaws.com/clinico/index.html)
19:53:35	21738/21738	---M-Z	200	added ('OK')	text/html	date:Sun,%2031%20Jul%202016%2016:52:48%20GMT	http://html.creaws.com/clinico/photo-two.html	C:/My%20Web%20Sites/Medicare2/Medi%202/html.creaws.com/clinico/photo-two.html	(from http://html.creaws.com/clinico/index.html)
19:53:35	22411/22411	---M-Z	200	added ('OK')	text/html	date:Sun,%2031%20Jul%202016%2016:52:48%20GMT	http://html.creaws.com/clinico/photo-one.html	C:/My%20Web%20Sites/Medicare2/Medi%202/html.creaws.com/clinico/photo-one.html	(from http://html.creaws.com/clinico/index.html)
19:53:35	22816/22816	---M-Z	200	added ('OK')	text/html	date:Sun,%2031%20Jul%202016%2016:52:48%20GMT	http://html.creaws.com/clinico/photo-single.html	C:/My%20Web%20Sites/Medicare2/Medi%202/html.creaws.com/clinico/photo-single.html	(from http://html.creaws.com/clinico/index.html)
19:53:36	22401/22401	---M-Z	200	added ('OK')	text/html	date:Sun,%2031%20Jul%202016%2016:52:49%20GMT	http://html.creaws.com/clinico/contacts.html	C:/My%20Web%20Sites/Medicare2/Medi%202/html.creaws.com/clinico/contacts.html	(from http://html.creaws.com/clinico/index.html)
19:53:40	17564/17564	---M--	200	added ('OK')	image/jpeg	etag:%22449c-5068cd0436314%22	http://html.creaws.com/clinico/pic/doctor-1.jpg	C:/My%20Web%20Sites/Medicare2/Medi%202/html.creaws.com/clinico/pic/doctor-1.jpg	(from http://html.creaws.com/clinico/index.html)
19:53:40	22032/22032	---M-Z	200	added ('OK')	text/html	date:Sun,%2031%20Jul%202016%2016:52:53%20GMT	http://html.creaws.com/clinico/staff-page.html	C:/My%20Web%20Sites/Medicare2/Medi%202/html.creaws.com/clinico/staff-page.html	(from http://html.creaws.com/clinico/index.html)
19:53:44	20896/20896	---M--	200	added ('OK')	image/jpeg	etag:%2251a0-5068cd04372cb%22	http://html.creaws.com/clinico/pic/doctor-2.jpg	C:/My%20Web%20Sites/Medicare2/Medi%202/html.creaws.com/clinico/pic/doctor-2.jpg	(from http://html.creaws.com/clinico/index.html)
19:53:47	16690/16690	---M--	200	added ('OK')	image/jpeg	etag:%224132-5068cd043864a%22	http://html.creaws.com/clinico/pic/doctor-3.jpg	C:/My%20Web%20Sites/Medicare2/Medi%202/html.creaws.com/clinico/pic/doctor-3.jpg	(from http://html.creaws.com/clinico/index.html)
19:53:50	17107/17107	---M--	200	added ('OK')	image/jpeg	etag:%2242d3-5068cd04399b8%22	http://html.creaws.com/clinico/pic/doctor-4.jpg	C:/My%20Web%20Sites/Medicare2/Medi%202/html.creaws.com/clinico/pic/doctor-4.jpg	(from http://html.creaws.com/clinico/index.html)
19:53:50	91/91	---M-Z	200	added ('OK')	text/html	date:Sun,%2031%20Jul%202016%2016:53:03%20GMT	http://html.creaws.com/clinico/php/capcha.php	C:/My%20Web%20Sites/Medicare2/Medi%202/html.creaws.com/clinico/php/capcha.html	(from http://html.creaws.com/clinico/index.html)
19:53:54	19130/19130	---M--	200	added ('OK')	image/png	etag:%224aba-5068cd04cd4fd%22	http://html.creaws.com/clinico/pic/post/1.png	C:/My%20Web%20Sites/Medicare2/Medi%202/html.creaws.com/clinico/pic/post/1.png	(from http://html.creaws.com/clinico/index.html)
19:53:57	19334/19334	---M--	200	added ('OK')	image/png	etag:%224b86-5068cd04cf041%22	http://html.creaws.com/clinico/pic/post/2.png	C:/My%20Web%20Sites/Medicare2/Medi%202/html.creaws.com/clinico/pic/post/2.png	(from http://html.creaws.com/clinico/index.html)
19:54:01	20125/20125	---M--	200	added ('OK')	image/png	etag:%224e9d-5068cd04d175c%22	http://html.creaws.com/clinico/pic/post/3.png	C:/My%20Web%20Sites/Medicare2/Medi%202/html.creaws.com/clinico/pic/post/3.png	(from http://html.creaws.com/clinico/index.html)
19:54:07	93062/93062	---M-Z	200	added ('OK')	application/javascript	etag:%2216b86-5068cd0406d68-gzip%22	http://html.creaws.com/clinico/js/jquery.min.js	C:/My%20Web%20Sites/Medicare2/Medi%202/html.creaws.com/clinico/js/jquery.min.js	(from http://html.creaws.com/clinico/index.html)
19:54:10	40017/40017	---M-Z	200	added ('OK')	application/javascript	etag:%229c51-5068cd03fec94-gzip%22	http://html.creaws.com/clinico/js/jquery-ui.min.js	C:/My%20Web%20Sites/Medicare2/Medi%202/html.creaws.com/clinico/js/jquery-ui.min.js	(from http://html.creaws.com/clinico/index.html)
19:54:11	7199/7199	---M-Z	200	added ('OK')	application/javascript	etag:%221c1f-5068cd0405dc5-gzip%22	http://html.creaws.com/clinico/js/jquery.migrate.min.js	C:/My%20Web%20Sites/Medicare2/Medi%202/html.creaws.com/clinico/js/jquery.migrate.min.js	(from http://html.creaws.com/clinico/index.html)
19:54:12	15060/15060	---M-Z	200	added ('OK')	application/javascript	etag:%223ad4-5068cd040dada-gzip%22	http://html.creaws.com/clinico/js/owl.carousel.min.js	C:/My%20Web%20Sites/Medicare2/Medi%202/html.creaws.com/clinico/js/owl.carousel.min.js	(from http://html.creaws.com/clinico/index.html)
19:54:12	246712/246712	---M--	200	added ('OK')	image/jpeg	etag:%223c3b8-5068cd045669c%22	http://html.creaws.com/clinico/pic/medical-slide-1.jpg	C:/My%20Web%20Sites/Medicare2/Medi%202/html.creaws.com/clinico/pic/medical-slide-1.jpg	(from http://html.creaws.com/clinico/index.html)
19:54:13	16033/16033	---M-Z	200	added ('OK')	application/javascript	etag:%223ea1-5068cd04055f1-gzip%22	http://html.creaws.com/clinico/js/jquery.isotope.min.js	C:/My%20Web%20Sites/Medicare2/Medi%202/html.creaws.com/clinico/js/jquery.isotope.min.js	(from http://html.creaws.com/clinico/index.html)
19:54:14	5305/5305	---M-Z	200	added ('OK')	application/javascript	etag:%2214b9-5068cd0400bc1-gzip%22	http://html.creaws.com/clinico/js/jquery.fancybox-media.js	C:/My%20Web%20Sites/Medicare2/Medi%202/html.creaws.com/clinico/js/jquery.fancybox-media.js	(from http://html.creaws.com/clinico/index.html)
19:54:14	23135/23135	---M-Z	200	added ('OK')	application/javascript	etag:%225a5f-5068cd0401770-gzip%22	http://html.creaws.com/clinico/js/jquery.fancybox.pack.js	C:/My%20Web%20Sites/Medicare2/Medi%202/html.creaws.com/clinico/js/jquery.fancybox.pack.js	(from http://html.creaws.com/clinico/index.html)
19:54:16	23634/23634	---M-Z	200	added ('OK')	application/javascript	etag:%225c52-5068cd0404a53-gzip%22	http://html.creaws.com/clinico/js/jquery.flot.pie.js	C:/My%20Web%20Sites/Medicare2/Medi%202/html.creaws.com/clinico/js/jquery.flot.pie.js	(from http://html.creaws.com/clinico/index.html)
19:54:16	6033/6033	---M-Z	200	added ('OK')	application/javascript	etag:%221791-5068cd0401f58-gzip%22	http://html.creaws.com/clinico/js/jquery.flot.categories.js	C:/My%20Web%20Sites/Medicare2/Medi%202/html.creaws.com/clinico/js/jquery.flot.categories.js	(from http://html.creaws.com/clinico/index.html)
19:54:17	270043/270043	---M--	200	added ('OK')	image/jpeg	etag:%2241edb-5068cd0458daa%22	http://html.creaws.com/clinico/pic/medical-slide-2.jpg	C:/My%20Web%20Sites/Medicare2/Medi%202/html.creaws.com/clinico/pic/medical-slide-2.jpg	(from http://html.creaws.com/clinico/index.html)
19:54:18	121627/121627	---M-Z	200	added ('OK')	application/javascript	etag:%221db1b-5068cd0402f0e-gzip%22	http://html.creaws.com/clinico/js/jquery.flot.js	C:/My%20Web%20Sites/Medicare2/Medi%202/html.creaws.com/clinico/js/jquery.flot.js	(from http://html.creaws.com/clinico/index.html)
19:54:19	21095/21095	---M-Z	200	added ('OK')	application/javascript	etag:%225267-5068cd040d2fa-gzip%22	http://html.creaws.com/clinico/js/layerslider.transitions.js	C:/My%20Web%20Sites/Medicare2/Medi%202/html.creaws.com/clinico/js/layerslider.transitions.js	(from http://html.creaws.com/clinico/index.html)
19:54:20	52295/52295	---M-Z	200	added ('OK')	application/javascript	etag:%22cc47-5068cd03faa1e-gzip%22	http://html.creaws.com/clinico/js/greensock.js	C:/My%20Web%20Sites/Medicare2/Medi%202/html.creaws.com/clinico/js/greensock.js	(from http://html.creaws.com/clinico/index.html)
19:54:20	16288/16288	---M-Z	200	added ('OK')	application/javascript	etag:%223fa0-5068cd0407549-gzip%22	http://html.creaws.com/clinico/js/jquery.superscrollorama.js	C:/My%20Web%20Sites/Medicare2/Medi%202/html.creaws.com/clinico/js/jquery.superscrollorama.js	(from http://html.creaws.com/clinico/index.html)
19:54:21	16511/16511	---M-Z	200	added ('OK')	application/javascript	etag:%22407f-5068cd040fde6-gzip%22	http://html.creaws.com/clinico/js/TimelineMax.min.js	C:/My%20Web%20Sites/Medicare2/Medi%202/html.creaws.com/clinico/js/TimelineMax.min.js	(from http://html.creaws.com/clinico/index.html)
19:54:22	57000/57000	---M-Z	200	added ('OK')	application/javascript	etag:%22dea8-5068cd040c74e-gzip%22	http://html.creaws.com/clinico/js/layerslider.kreaturamedia.jquery.js	C:/My%20Web%20Sites/Medicare2/Medi%202/html.creaws.com/clinico/js/layerslider.kreaturamedia.jquery.js	(from http://html.creaws.com/clinico/index.html)
19:54:22	4292/4292	---M-Z	200	added ('OK')	application/javascript	etag:%2210c4-5068cd0409492-gzip%22	http://html.creaws.com/clinico/js/jquery.ui.core.min.js	C:/My%20Web%20Sites/Medicare2/Medi%202/html.creaws.com/clinico/js/jquery.ui.core.min.js	(from http://html.creaws.com/clinico/index.html)
19:54:23	6491/6491	---M-Z	200	added ('OK')	application/javascript	etag:%22195b-5068cd040b799-gzip%22	http://html.creaws.com/clinico/js/jquery.ui.widget.min.js	C:/My%20Web%20Sites/Medicare2/Medi%202/html.creaws.com/clinico/js/jquery.ui.widget.min.js	(from http://html.creaws.com/clinico/index.html)
19:54:23	1860/1860	---M-Z	200	added ('OK')	application/javascript	etag:%22744-5068cd03fc59f-gzip%22	http://html.creaws.com/clinico/js/jquery-ui-tabs-rotate.js	C:/My%20Web%20Sites/Medicare2/Medi%202/html.creaws.com/clinico/js/jquery-ui-tabs-rotate.js	(from http://html.creaws.com/clinico/index.html)
19:54:23	312334/312334	---M--	200	added ('OK')	image/jpeg	etag:%224c40e-5068cd045c074%22	http://html.creaws.com/clinico/pic/medical-slide-3.jpg	C:/My%20Web%20Sites/Medicare2/Medi%202/html.creaws.com/clinico/pic/medical-slide-3.jpg	(from http://html.creaws.com/clinico/index.html)
19:54:23	11594/11594	---M-Z	200	added ('OK')	application/javascript	etag:%222d4a-5068cd040a038-gzip%22	http://html.creaws.com/clinico/js/jquery.ui.tabs.min.js	C:/My%20Web%20Sites/Medicare2/Medi%202/html.creaws.com/clinico/js/jquery.ui.tabs.min.js	(from http://html.creaws.com/clinico/index.html)
19:54:23	91878/91878	---M-Z	200	added ('OK')	application/javascript	etag:%22166e6-5068cd04109cb-gzip%22	http://html.creaws.com/clinico/js/TweenMax.min.js	C:/My%20Web%20Sites/Medicare2/Medi%202/html.creaws.com/clinico/js/TweenMax.min.js	(from http://html.creaws.com/clinico/index.html)
19:54:23	8371/8371	---M-Z	200	added ('OK')	application/javascript	etag:%2220b3-5068cd0408cb5-gzip%22	http://html.creaws.com/clinico/js/jquery.ui.accordion.min.js	C:/My%20Web%20Sites/Medicare2/Medi%202/html.creaws.com/clinico/js/jquery.ui.accordion.min.js	(from http://html.creaws.com/clinico/index.html)
19:54:24	13556/13556	---M-Z	200	added ('OK')	application/javascript	etag:%2234f4-5145fd12f3c55-gzip%22	http://html.creaws.com/clinico/js/jquery.tweet.js	C:/My%20Web%20Sites/Medicare2/Medi%202/html.creaws.com/clinico/js/jquery.tweet.js	(from http://html.creaws.com/clinico/index.html)
19:54:24	9064/9064	---M-Z	200	added ('OK')	application/javascript	etag:%222368-5068cd0400011-gzip%22	http://html.creaws.com/clinico/js/jquery.easypiechart.js	C:/My%20Web%20Sites/Medicare2/Medi%202/html.creaws.com/clinico/js/jquery.easypiechart.js	(from http://html.creaws.com/clinico/index.html)
19:54:24	8656/8656	---M-Z	200	added ('OK')	application/javascript	etag:%2221d0-5068cd03ff835-gzip%22	http://html.creaws.com/clinico/js/jquery.autocomplete.min.js	C:/My%20Web%20Sites/Medicare2/Medi%202/html.creaws.com/clinico/js/jquery.autocomplete.min.js	(from http://html.creaws.com/clinico/index.html)
19:54:25	39404/39404	---M-Z	200	added ('OK')	application/javascript	etag:%2299ec-5068cd040f23f-gzip%22	http://html.creaws.com/clinico/js/scripts.js	C:/My%20Web%20Sites/Medicare2/Medi%202/html.creaws.com/clinico/js/scripts.js	(from http://html.creaws.com/clinico/index.html)
19:54:25	694/694	---M-Z	200	added ('OK')	application/javascript	etag:%222b6-5068cd04ef7be-gzip%22	http://html.creaws.com/clinico/tuner/js/scripts.js	C:/My%20Web%20Sites/Medicare2/Medi%202/html.creaws.com/clinico/tuner/js/scripts.js	(from http://html.creaws.com/clinico/index.html)
19:54:25	49/49	---M--	200	added ('OK')	image/gif	etag:%2231-5068cd0357c99%22	http://html.creaws.com/clinico/css/blank.gif	C:/My%20Web%20Sites/Medicare2/Medi%202/html.creaws.com/clinico/css/blank.gif	(from http://html.creaws.com/clinico/css/layerslider.css)
19:54:26	9243/9243	---M--	200	added ('OK')	image/png	etag:%22241b-5068cd035f1d3%22	http://html.creaws.com/clinico/css/fullwidth/skin.png	C:/My%20Web%20Sites/Medicare2/Medi%202/html.creaws.com/clinico/css/fullwidth/skin.png	(from http://html.creaws.com/clinico/css/fullwidth/skin.css)
19:54:26	4406/4406	---M--	200	added ('OK')	image/gif	etag:%221136-5068cd035d67d%22	http://html.creaws.com/clinico/css/fullwidth/loading.gif	C:/My%20Web%20Sites/Medicare2/Medi%202/html.creaws.com/clinico/css/fullwidth/loading.gif	(from http://html.creaws.com/clinico/css/fullwidth/skin.css)
19:54:29	202148/202148	---M--	200	added ('OK')	image/svg+xml	etag:%22315a4-5068cd037e1f6%22	http://html.creaws.com/clinico/fonts/fontawesome-webfont.svg?v=4.0.3	C:/My%20Web%20Sites/Medicare2/Medi%202/html.creaws.com/clinico/fonts/fontawesome-webfontba72.svg	(from http://html.creaws.com/clinico/css/font-awesome.css)
19:54:31	38205/38205	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22953d-5068cd037b6ff%22	http://html.creaws.com/clinico/fonts/fontawesome-webfont.eot?v=4.0.3	C:/My%20Web%20Sites/Medicare2/Medi%202/html.creaws.com/clinico/fonts/fontawesome-webfontba72.eot	(from http://html.creaws.com/clinico/css/font-awesome.css)
19:54:32	1362/1362	---M--	200	added ('OK')	image/png	etag:%22552-5068cd03aacc1%22	http://html.creaws.com/clinico/img/fancybox_sprite.png	C:/My%20Web%20Sites/Medicare2/Medi%202/html.creaws.com/clinico/img/fancybox_sprite.png	(from http://html.creaws.com/clinico/css/jquery.fancybox.css)
19:54:34	6567/6567	---M--	200	added ('OK')	image/gif	etag:%2219a7-5068cd03a79f8%22	http://html.creaws.com/clinico/img/fancybox_loading.gif	C:/My%20Web%20Sites/Medicare2/Medi%202/html.creaws.com/clinico/img/fancybox_loading.gif	(from http://html.creaws.com/clinico/css/jquery.fancybox.css)
